departamento,anio,divorcios_total,vif_total,vif_sexo_hombres,vif_sexo_mujeres,vif_tipo_fisica,vif_tipo_fisica_patrimonial,vif_tipo_fisica_psicologica,vif_tipo_fisica_psicologica_patrimonial,vif_tipo_fisica_psicologica_sexual,vif_tipo_fisica_psicologica_sexual_patrimonial,vif_tipo_fisica_sexual,vif_tipo_fisica_sexual_patrimonial,vif_tipo_patrimonial,vif_tipo_psicologica,vif_tipo_psicologica_patrimonial,vif_tipo_psicologica_sexual,vif_tipo_psicologica_sexual_patrimonial,vif_tipo_sexual,vif_tipo_sexual_patrimonial,vif_edad_01,vif_edad_02,vif_edad_03,vif_edad_04,vif_edad_05,vif_edad_06,vif_edad_07,vif_edad_08,vif_edad_09,vif_edad_10,vif_edad_11,vif_edad_12,vif_edad_13,vif_edad_14,vif_edad_15,vif_edad_16,vif_edad_17,vif_edad_18,vif_edad_19,vif_edad_20,vif_edad_21,vif_edad_22,vif_edad_23,vif_edad_24,vif_edad_25,vif_edad_26,vif_edad_27,vif_edad_28,vif_edad_29,vif_edad_30,vif_edad_31,vif_edad_32,vif_edad_33,vif_edad_34,vif_edad_35,vif_edad_36,vif_edad_37,vif_edad_38,vif_edad_39,vif_edad_40,vif_edad_41,vif_edad_42,vif_edad_43,vif_edad_44,vif_edad_45,vif_edad_46,vif_edad_47,vif_edad_48,vif_edad_49,vif_edad_50,vif_edad_51,vif_edad_52,vif_edad_53,vif_edad_54,vif_edad_55,vif_edad_56,vif_edad_57,vif_edad_58,vif_edad_59,vif_edad_60,vif_edad_61,vif_edad_62,vif_edad_63,vif_edad_64,vif_edad_65,vif_edad_66,vif_edad_67,vif_edad_68,vif_edad_69,vif_edad_70,vif_edad_71,vif_edad_72,vif_edad_73,vif_edad_74,vif_edad_75,vif_edad_76,vif_edad_77,vif_edad_78,vif_edad_79,vif_edad_80,vif_edad_81,vif_edad_82,vif_edad_83,vif_edad_84,vif_edad_85,vif_edad_86,vif_edad_87,vif_edad_88,vif_edad_89,vif_edad_90,vif_edad_91,vif_edad_92,vif_edad_93,vif_edad_94,vif_edad_95,vif_edad_96,vif_edad_97,vif_edad_98,vif_edad_99
Escuintla,2017,345.0,377,18,359,39,1,206,9,6,0,5,0,5,90,5,4,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,1,10,10,23,19,25,12,25,11,13,14,13,9,24,20,16,11,12,13,6,8,9,4,13,3,8,4,3,3,0,5,2,2,3,2,3,1,0,0,0,0,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Guatemala,2017,2075.0,5293,620,4673,562,8,1379,162,29,14,8,3,249,2605,198,44,9,23,0,0,0,0,1,1,2,0,1,4,3,1,2,5,8,10,24,40,67,102,163,175,190,175,198,204,221,213,202,211,185,171,205,162,182,163,141,171,171,128,143,90,90,81,65,72,60,59,59,50,47,31,44,32,32,27,23,20,22,18,23,14,18,18,6,14,17,14,13,8,11,9,9,5,8,6,6,3,7,1,4,3,2,3,4,3,1,3,3,1,0,0,0,0,0,0,0,0,0,89
Huehuetenango,2017,187.0,1096,178,918,202,5,451,25,1,2,5,0,6,334,49,8,0,7,1,0,0,0,1,0,0,0,0,1,2,0,2,4,4,16,6,16,26,35,32,34,36,37,34,49,43,52,38,26,39,24,28,25,39,35,24,24,24,25,20,14,31,12,9,12,11,10,12,8,9,5,5,4,4,7,9,7,7,8,10,8,4,2,5,4,5,5,7,3,2,5,6,2,0,6,6,4,0,2,3,1,1,0,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0,14
Izabal,2017,244.0,647,56,591,11,0,281,97,6,8,0,0,3,204,35,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,6,8,22,22,18,25,39,26,31,26,26,21,19,30,26,24,25,26,28,13,14,22,14,8,12,12,10,9,9,3,4,4,7,6,4,4,4,2,1,3,3,7,1,1,1,1,1,0,4,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
Jalapa,2017,131.0,698,71,627,48,3,234,16,10,2,0,0,3,361,18,3,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,6,7,7,15,13,18,41,24,28,22,27,33,24,25,26,21,25,18,22,15,21,19,14,20,13,10,12,5,13,15,4,8,7,10,14,8,9,0,6,6,4,6,2,5,4,5,1,2,4,0,2,2,3,4,3,1,1,1,2,0,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Jutiapa,2017,180.0,1094,165,929,66,0,376,55,10,3,0,0,9,501,70,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,13,21,16,33,37,48,27,49,32,38,28,31,41,31,39,32,29,23,28,31,24,27,24,21,25,17,19,13,19,10,10,14,16,10,12,10,4,8,10,11,6,4,4,8,4,4,5,3,12,10,8,1,2,6,4,0,2,1,3,6,0,4,2,1,2,2,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,41
Petén,2017,154.0,1078,84,994,202,3,303,27,6,2,1,0,5,479,37,4,0,9,0,0,0,1,1,0,1,1,0,0,0,1,2,3,4,14,13,19,35,39,34,44,35,46,44,43,38,46,41,41,38,31,42,39,29,33,23,27,23,17,23,16,24,21,8,14,9,10,6,11,5,9,7,4,3,4,3,5,2,1,3,3,1,3,4,1,4,3,2,0,2,2,0,2,1,0,2,0,1,3,1,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
Quetzaltenango,2017,459.0,1479,96,1383,341,1,557,35,11,3,2,1,3,476,43,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,6,17,34,35,68,64,67,71,62,69,56,38,61,52,67,44,47,38,38,48,41,41,38,24,28,22,22,24,14,21,18,19,16,13,18,6,14,7,7,7,5,5,2,3,11,4,3,4,2,4,2,3,3,4,4,2,1,1,1,2,1,1,2,3,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,13
Quiché,2017,130.0,691,85,606,16,4,64,513,3,9,1,0,1,65,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,9,16,14,26,22,29,27,31,26,29,20,20,24,17,28,22,19,19,21,16,23,11,15,16,16,9,14,9,6,17,8,7,8,6,5,6,4,4,5,6,3,0,4,5,4,1,3,4,4,3,0,1,1,2,2,4,2,0,1,1,0,2,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Retalhuleu,2017,153.0,1501,202,1299,101,1,660,41,31,2,15,0,7,568,35,4,0,36,0,11,10,5,5,15,8,11,8,8,13,9,14,19,26,13,18,26,46,36,44,55,62,59,60,64,46,48,49,46,47,44,51,39,41,28,35,30,38,20,28,12,29,23,16,9,10,8,13,9,9,4,10,12,6,14,4,6,3,9,10,4,3,2,2,7,3,0,2,2,2,1,2,0,1,3,2,1,1,0,1,0,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,5
Sacatepéquez,2017,154.0,1593,151,1442,160,12,707,32,13,2,1,1,0,630,30,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,7,21,32,38,60,51,41,66,57,75,48,83,74,59,71,57,57,54,43,58,54,45,45,24,29,33,23,27,16,16,16,15,15,0,12,14,14,11,17,7,4,6,10,6,3,1,6,8,5,1,2,3,3,1,1,1,2,2,4,1,4,1,2,0,2,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15
San Marcos,2017,296.0,1820,168,1652,405,2,674,62,18,4,4,0,11,552,73,7,0,5,3,1,1,1,1,0,0,1,0,0,1,1,1,2,5,7,15,31,43,46,44,43,82,87,78,62,67,61,85,56,71,40,37,45,48,65,44,56,47,42,38,29,38,28,22,30,22,32,16,12,27,11,15,13,10,11,14,7,8,7,11,6,3,4,4,3,6,2,4,5,5,7,6,1,4,3,2,3,1,1,2,1,1,1,1,1,0,2,0,0,1,0,1,0,0,0,0,0,0,21
Santa Rosa,2017,172.0,1088,137,951,52,0,323,67,4,0,0,1,2,551,78,4,1,4,1,0,0,0,0,1,0,0,0,0,5,0,0,0,3,6,6,17,27,32,48,39,47,63,30,43,32,41,46,35,34,31,25,27,42,37,18,28,20,24,27,15,14,11,13,19,14,18,12,15,5,7,9,5,11,10,6,7,4,3,4,5,6,5,5,1,3,3,2,1,4,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,3,0,0,0,1,0,0,0,0,2,0,1
Sololá,2017,67.0,548,75,473,142,2,162,25,2,2,0,0,4,182,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,13,15,20,16,12,16,19,21,21,20,23,27,22,16,11,16,12,12,15,18,7,19,15,12,8,7,8,4,8,7,7,9,4,9,1,5,2,6,1,1,1,5,1,1,0,3,3,3,1,1,1,2,4,3,2,2,3,0,1,2,0,1,1,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3
Suchitepéquez,2017,158.0,2026,240,1786,281,2,688,89,11,10,1,0,20,782,126,6,2,8,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,10,13,31,57,63,65,68,75,103,78,70,93,98,62,52,77,54,69,58,42,61,50,49,50,42,44,35,41,40,19,28,19,23,17,21,24,8,19,9,15,8,6,5,6,3,10,5,5,8,9,7,6,1,3,2,3,4,5,2,1,4,2,2,0,2,2,2,2,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,46
Totonicapán,2017,108.0,452,53,399,84,0,183,18,3,2,3,0,2,149,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,15,19,10,22,21,19,19,23,19,15,18,17,17,10,9,12,12,9,14,15,14,9,10,7,2,5,11,2,4,4,2,2,3,2,1,2,5,0,1,1,1,1,2,4,2,1,4,0,1,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Zacapa,2017,165.0,697,80,617,69,1,259,39,10,2,1,0,4,243,59,5,2,3,0,0,0,0,0,0,0,0,1,0,1,2,1,2,2,2,1,9,17,25,17,24,17,32,29,28,35,24,26,28,21,17,15,14,15,22,14,17,26,11,12,12,12,11,4,9,7,10,7,10,7,2,6,6,2,3,4,4,10,0,2,4,1,2,2,3,2,0,3,1,2,1,1,3,1,2,2,1,1,0,1,0,0,0,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,22
Alta Verapaz,2018,133.0,3892,703,3189,505,6,1274,183,9,2,6,2,27,1562,288,10,0,18,0,2,0,0,0,1,0,0,1,1,2,1,3,3,9,20,33,87,122,107,122,159,164,155,155,148,139,122,135,139,148,122,132,115,119,106,103,100,98,81,72,70,81,65,39,43,39,37,39,35,31,25,40,31,21,24,16,9,17,18,18,13,11,21,11,15,4,17,4,5,4,5,1,4,7,3,4,4,4,4,1,3,6,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,14
Baja Verapaz,2018,140.0,550,78,472,68,2,192,7,3,0,0,0,3,254,18,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,7,14,11,18,19,17,21,30,23,23,16,29,20,21,20,23,13,10,14,15,10,18,10,12,14,15,10,10,7,4,5,3,2,3,2,4,0,2,5,1,4,2,2,3,4,3,1,2,0,1,1,0,1,1,1,1,1,2,4,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Chimaltenango,2018,147.0,1641,211,1430,168,4,605,110,12,30,1,0,9,592,101,3,2,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,8,16,27,37,46,54,49,57,75,59,63,52,63,57,56,91,39,46,46,47,47,41,36,56,35,44,24,30,15,18,24,21,11,18,9,19,11,11,12,12,7,8,9,7,8,12,6,9,7,9,8,2,8,6,2,4,3,2,5,2,1,1,2,1,2,3,0,0,3,0,2,0,1,1,1,0,1,1,0,0,0,0,0,0,11
Chiquimula,2018,174.0,554,73,481,62,0,152,24,5,1,0,0,5,272,29,3,0,1,0,0,0,0,1,0,1,1,0,0,1,2,1,0,6,3,4,9,21,14,26,13,19,26,18,18,22,13,31,18,11,16,15,14,14,15,14,14,12,14,6,9,11,4,4,4,4,6,4,3,8,2,4,5,3,3,4,2,2,2,6,1,3,2,3,3,2,3,1,0,2,1,1,2,0,0,0,0,2,1,1,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,17
El Progreso,2018,115.0,1023,195,828,51,0,368,49,6,2,0,0,11,451,78,6,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,6,10,12,24,22,42,30,33,44,32,35,37,39,41,28,36,29,26,43,22,25,17,15,25,23,23,19,25,20,21,19,13,12,14,8,7,6,7,5,6,11,6,5,11,5,4,4,5,5,4,5,4,6,2,0,4,4,0,5,0,3,2,2,2,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,15
Escuintla,2018,302.0,548,30,518,85,3,259,9,1,0,0,0,7,158,21,1,0,4,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,4,2,5,17,17,14,18,29,14,26,22,27,24,18,29,31,22,38,17,16,15,13,12,12,17,7,8,6,6,8,6,6,0,7,4,1,1,3,3,3,3,2,1,0,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,2018,2185.0,5357,660,4697,627,6,1329,197,38,19,10,0,247,2520,308,27,4,25,0,0,0,1,1,2,3,3,2,0,0,0,2,4,11,7,19,27,69,82,129,139,206,216,226,216,209,220,226,205,211,169,169,166,167,160,147,158,155,132,121,95,111,98,65,63,63,56,53,51,38,44,46,38,27,31,31,29,32,16,33,17,11,18,17,10,20,12,12,10,12,6,6,6,8,12,4,3,11,9,5,1,4,3,5,4,1,3,5,1,0,1,2,0,1,0,0,0,0,117
Huehuetenango,2018,193.0,1061,150,911,166,5,412,47,13,10,2,2,5,326,64,5,0,4,0,0,0,2,2,2,1,1,0,1,0,0,2,3,7,8,12,23,26,27,25,43,37,35,44,45,35,26,40,29,30,44,30,39,24,25,27,14,23,20,25,20,18,16,13,18,14,13,7,7,10,3,7,7,6,3,9,3,10,7,4,2,3,2,1,4,4,6,5,6,5,3,3,1,4,3,3,2,2,2,2,5,5,1,2,0,1,2,0,1,1,0,0,0,0,0,1,0,0,7
Izabal,2018,241.0,792,73,719,7,0,366,69,12,3,1,0,4,285,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,5,14,18,21,25,29,43,37,29,33,32,41,27,27,32,23,28,18,18,20,21,23,17,12,19,6,20,16,11,14,9,8,9,9,9,6,1,6,5,4,3,6,3,1,3,0,4,1,1,1,0,4,0,0,1,1,4,2,2,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalapa,2018,148.0,535,61,474,33,1,188,24,6,1,0,0,1,254,24,2,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,2,3,5,9,19,14,23,27,27,22,27,17,18,14,15,18,21,10,9,9,10,9,12,16,12,11,9,12,8,2,12,6,5,4,4,12,3,4,5,7,6,1,4,6,3,1,1,4,2,7,0,1,1,1,1,1,3,0,0,1,1,1,0,0,2,1,0,0,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
Jutiapa,2018,251.0,1265,186,1079,91,1,449,82,4,4,1,0,5,556,70,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,1,2,3,11,21,25,37,41,32,43,47,43,40,43,35,32,40,47,39,49,37,20,34,36,31,34,24,21,16,26,24,20,19,16,19,14,12,16,16,17,6,13,5,12,6,11,4,5,7,6,4,5,6,5,5,4,2,9,5,6,2,7,2,3,2,3,2,1,1,1,2,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,21
Petén,2018,167.0,799,69,730,100,2,225,23,4,1,4,0,3,394,27,5,0,10,1,0,0,0,0,0,0,1,0,1,1,1,0,4,1,1,9,17,28,29,29,31,29,40,29,32,28,30,24,25,36,21,23,20,30,21,21,19,16,18,15,6,16,12,9,12,8,9,8,14,8,6,3,8,3,2,7,6,5,4,3,0,2,1,2,1,2,0,2,2,1,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Quetzaltenango,2018,536.0,1573,98,1475,166,2,792,45,7,12,1,0,8,487,51,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,10,19,44,45,51,66,72,66,62,85,54,59,81,63,59,49,58,52,38,56,34,37,34,22,28,22,33,27,13,13,16,12,13,11,20,8,10,4,12,16,6,5,7,6,7,2,7,6,3,6,3,1,2,3,3,2,2,3,0,2,1,2,1,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
Quiché,2018,197.0,583,65,518,3,3,90,407,1,8,0,0,1,40,26,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,7,15,22,24,15,31,19,31,22,21,26,23,21,24,14,18,18,16,17,11,10,13,11,13,17,11,6,6,5,9,3,4,6,6,8,4,2,4,1,1,3,5,1,1,4,3,0,3,2,2,2,1,0,0,2,1,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Retalhuleu,2018,153.0,1391,180,1211,60,0,650,73,14,2,9,0,12,479,55,7,0,30,0,8,2,1,5,11,8,6,12,5,5,6,8,17,24,9,20,21,30,34,39,49,44,54,54,65,59,50,59,41,45,32,46,39,39,44,24,26,53,30,32,17,30,21,18,14,12,10,16,5,6,7,5,6,6,5,2,6,14,6,2,0,2,3,2,2,1,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0
Sacatepéquez,2018,153.0,1754,157,1597,197,6,709,39,15,2,4,0,11,736,23,4,0,8,0,0,0,0,0,0,0,0,0,1,1,1,0,1,5,6,17,25,39,49,61,50,59,84,64,62,59,58,80,76,81,45,52,55,57,57,51,55,49,32,49,27,23,26,22,25,12,8,20,9,21,9,14,17,6,9,11,9,5,6,8,4,5,0,6,3,2,10,7,2,1,0,4,0,4,2,5,1,1,0,0,1,0,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,21
San Marcos,2018,274.0,1762,153,1609,438,5,572,52,11,2,4,0,7,603,58,2,1,5,2,0,1,0,0,0,0,0,0,0,1,1,4,7,1,6,11,30,43,45,58,44,65,82,57,70,51,61,48,57,86,50,58,51,43,53,39,46,41,44,43,26,31,26,21,28,10,20,23,14,22,11,14,13,10,23,4,10,10,13,13,7,8,8,6,7,4,5,6,5,4,1,6,6,7,1,4,1,0,1,0,3,4,2,0,1,2,0,2,0,0,0,2,0,0,0,1,0,0,19
Santa Rosa,2018,174.0,1235,157,1078,53,1,368,118,7,16,2,0,3,545,102,14,4,2,0,1,0,0,0,1,0,0,2,2,0,2,1,1,2,8,5,18,32,39,39,46,50,71,42,37,46,50,53,48,34,34,40,30,29,31,39,30,32,31,38,14,25,18,9,14,13,16,11,7,10,6,10,5,7,3,8,7,10,5,7,3,1,3,4,4,4,3,2,6,2,3,1,3,4,4,3,2,0,1,3,1,1,0,0,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Sololá,2018,71.0,490,77,413,91,1,156,35,3,1,0,0,0,169,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,7,15,11,14,12,16,20,15,19,16,16,16,12,12,17,12,13,18,13,15,7,17,16,12,9,7,9,2,5,10,2,7,5,9,7,1,2,6,3,8,6,5,3,3,2,1,3,0,5,2,2,1,3,3,2,0,1,2,0,1,0,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Suchitepéquez,2018,205.0,2050,207,1843,370,4,626,53,12,5,2,0,32,808,131,1,0,6,0,0,0,0,1,0,0,0,1,0,1,1,1,1,5,5,17,23,63,58,80,71,92,79,104,84,54,77,79,65,78,55,52,77,54,67,57,41,45,40,45,26,44,33,22,26,18,21,13,15,18,9,14,17,20,12,10,7,4,8,10,3,10,6,9,7,9,5,6,2,6,2,3,7,4,3,3,1,1,1,4,1,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,31
Totonicapán,2018,135.0,388,35,353,68,0,147,4,4,0,1,0,0,157,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,12,9,12,21,15,23,13,9,14,15,18,16,12,8,7,9,17,7,9,8,7,6,12,5,12,10,7,5,5,3,2,3,1,2,4,1,1,0,3,2,0,0,1,1,2,1,1,0,2,1,1,2,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13
Zacapa,2018,161.0,633,94,539,62,1,200,43,3,0,0,0,2,246,72,2,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,3,9,10,12,15,21,23,22,31,22,26,13,20,25,36,20,16,25,19,17,16,15,18,26,6,15,7,8,12,7,4,5,6,6,7,5,2,6,3,7,1,5,1,1,1,4,2,3,1,4,2,2,0,2,1,6,3,0,1,0,1,0,0,1,1,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Alta Verapaz,2019,135.0,4364,813,3551,675,12,1503,135,22,2,7,0,23,1716,218,20,1,30,0,0,0,0,4,0,1,1,2,2,3,4,4,4,15,22,43,74,137,130,129,141,165,188,185,166,168,137,168,178,156,108,143,139,121,128,86,107,104,107,95,70,93,61,58,56,38,43,42,37,29,32,24,25,29,19,23,16,16,14,23,20,10,14,14,18,11,19,9,10,10,15,5,3,4,8,3,4,3,5,6,5,0,3,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,47
Baja Verapaz,2019,158.0,833,153,680,97,0,240,1,2,0,4,0,1,458,24,0,0,6,0,1,2,0,2,3,0,0,2,1,1,1,1,2,4,4,5,12,17,27,32,27,44,32,34,31,31,35,31,26,23,21,26,32,25,12,18,21,19,23,11,12,10,6,14,14,9,8,13,3,4,7,5,3,7,10,1,4,8,6,1,3,3,4,6,4,0,2,2,1,3,1,2,0,0,1,1,1,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9
Chimaltenango,2019,172.0,1737,220,1517,194,2,600,94,11,34,2,0,7,633,145,8,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,19,41,56,55,43,82,72,67,71,61,54,63,57,58,54,48,45,43,45,51,46,40,36,49,32,40,33,27,21,19,16,20,18,18,10,11,14,12,4,12,4,5,8,12,6,9,14,7,3,15,7,11,6,6,3,4,2,5,5,4,2,2,1,0,0,1,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,9
Chiquimula,2019,183.0,538,107,431,68,1,116,79,4,4,1,0,4,219,41,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3,4,7,6,14,20,21,15,20,25,29,15,14,12,15,12,15,12,12,15,15,13,7,15,8,13,16,11,5,12,8,8,6,9,5,6,9,2,9,1,3,4,2,2,3,3,3,1,2,2,1,5,1,0,2,2,0,6,0,1,3,1,0,1,2,1,2,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,13
El Progreso,2019,146.0,1055,211,844,46,4,397,21,2,1,1,0,5,516,58,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,8,18,18,26,40,36,43,50,45,29,33,39,32,45,40,29,27,29,31,25,25,30,21,22,19,16,21,18,8,17,9,18,9,9,9,6,7,6,5,10,5,5,8,5,4,5,6,4,1,9,3,3,4,2,4,1,4,0,3,2,1,3,3,0,1,1,0,2,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,25
Escuintla,2019,389.0,1308,85,1223,202,2,557,37,11,5,4,1,25,428,26,3,0,7,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,2,4,10,34,46,43,49,66,50,63,66,51,52,50,66,57,60,42,36,43,45,31,29,38,41,28,9,20,19,16,14,11,13,7,8,8,10,5,5,6,8,4,4,3,2,1,0,3,3,1,2,1,1,1,4,1,1,2,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Guatemala,2019,3491.0,5343,745,4598,502,7,1350,178,32,24,6,0,206,2521,471,28,6,12,0,0,0,0,0,1,1,0,0,0,1,1,3,4,4,2,18,34,80,84,131,130,174,212,182,205,180,229,203,224,202,178,178,179,164,141,170,151,139,137,141,92,103,101,82,79,59,72,65,51,42,50,53,23,44,33,23,33,32,17,24,26,17,26,17,20,28,13,15,11,14,10,10,7,8,4,6,4,8,5,6,3,4,5,6,0,3,4,5,0,1,0,1,1,0,1,0,0,0,93
Huehuetenango,2019,250.0,912,122,790,155,3,349,67,6,1,4,0,3,268,50,6,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,5,2,9,9,17,19,26,27,26,27,25,32,29,42,39,33,27,31,20,19,30,23,24,16,24,15,33,23,13,17,18,10,15,11,4,8,8,7,7,3,9,4,4,4,2,6,4,8,6,8,5,7,3,4,4,9,5,1,4,2,6,2,2,2,1,2,2,3,2,2,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,2,3
Izabal,2019,213.0,700,56,644,1,0,299,55,5,2,1,0,1,291,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,18,21,22,22,36,36,33,28,31,35,29,27,29,20,20,13,20,23,14,15,15,14,11,10,11,15,4,14,8,5,9,10,8,2,5,7,4,1,4,7,3,2,2,2,2,2,1,1,2,2,0,0,4,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalapa,2019,186.0,385,43,342,29,1,129,13,0,1,1,1,1,201,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,6,8,15,16,18,16,13,11,19,10,14,16,17,15,9,10,6,9,7,12,9,11,8,7,5,6,3,2,5,5,6,3,3,2,6,2,3,1,4,3,4,0,4,3,1,0,2,3,1,1,1,0,2,1,0,0,1,1,2,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4
Jutiapa,2019,234.0,1120,172,948,76,0,405,45,4,3,1,0,4,534,45,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,12,26,30,26,41,47,35,31,59,31,36,35,31,24,23,30,19,31,28,29,27,33,20,30,19,20,31,24,10,17,9,14,14,9,14,13,9,12,9,8,2,5,5,7,5,3,5,5,8,3,4,3,6,4,3,3,1,6,3,3,2,5,4,1,1,0,2,0,0,2,1,0,0,0,0,0,3,1,0,0,0,0,35
Petén,2019,189.0,822,62,760,131,1,225,30,6,0,0,0,1,401,18,3,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,4,5,12,23,18,31,37,24,34,38,35,30,33,29,31,38,15,32,28,23,19,21,21,23,18,20,14,14,10,9,7,11,13,11,9,0,9,6,5,4,2,5,3,4,0,4,3,3,2,2,4,2,1,3,2,0,2,1,0,0,1,1,1,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
